DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
3541.5,19.726,15.068,0.3185,2.111,"1, 2, 4",3
3541.75,20.415,14.649,0.321,2.106,"1, 2, 4",3
3542,21.201,14.421,0.3241,2.1,"1, 2, 4",3
3542.25,21.947,14.572,0.323,2.101,"1, 2, 4",3
3542.5,22.709,15.048,0.3206,2.104,"1, 2, 4",3
3542.75,23.503,15.92,0.3188,2.106,"1, 2, 4",3
3543,24.127,17.183,0.3141,2.113,"1, 2, 4",3
3543.25,24.605,18.779,0.307,2.124,"1, 2, 4",3
3543.5,24.808,20.574,0.3002,2.135,"1, 2, 4",3
3543.75,24.524,22.341,0.2931,2.147,"1, 2, 4",3
3544,23.884,23.774,0.2881,2.156,"1, 2, 4",3
3544.25,23.073,24.692,0.2857,2.161,"1, 2, 4",3
3544.5,22.287,24.619,0.2863,2.161,"1, 2, 4",3
3544.75,21.501,23.691,0.2838,2.166,"1, 2, 4",3
3545,20.666,22.183,0.2831,2.168,"1, 2, 4",3
3545.25,19.905,20.495,0.28,2.174,"1, 2, 3, 4",2
3545.5,19.313,18.948,0.2792,2.176,"1, 2, 3, 4",2
3545.75,18.883,17.698,0.2783,2.178,"1, 2, 3, 4",2
3546,18.462,16.748,0.2792,2.177,"1, 2, 3, 4",2
3546.25,17.805,16.011,0.2815,2.174,"1, 2, 4",3
3546.5,16.873,15.395,0.2857,2.168,"1, 2, 4",3
3546.75,16.468,14.858,0.2896,2.162,"1, 2, 4",3
3547,16.825,14.44,0.2894,2.162,"1, 2, 4",3
3547.25,17.522,14.245,0.2871,2.165,"1, 2, 4",3
3547.5,18.673,14.398,0.2857,2.166,"1, 2, 4",3
3547.75,19.718,15.03,0.2826,2.17,"1, 2, 4",3
3548,20.18,16.269,0.2817,2.171,"1, 2, 4",3
3548.25,20.585,18.228,0.2777,2.177,"1, 2, 3, 4",2
3548.5,21.606,20.961,0.2685,2.191,"1, 2, 3, 4",2
3548.75,23.171,24.186,0.2522,2.216,"1, 2, 3, 4",2
3549,24.07,27.238,0.2442,2.228,"1, 2, 3, 4",2
3549.25,24.038,29.723,0.2473,2.223,"1, 2, 3, 4",2
3549.5,23.641,30.71,0.2518,2.216,"1, 2, 3, 4",2
3549.75,22.822,30.517,0.2615,2.201,"1, 2, 3, 4",2
3550,22.109,28.533,0.2675,2.192,"1, 2, 3, 4",2
3550.25,21.923,26.098,0.2725,2.184,"1, 2, 3, 4",2
3550.5,21.785,23.81,0.2738,2.182,"1, 2, 3, 4",2
3550.75,21.258,21.851,0.2748,2.181,"1, 2, 3, 4",2
3551,20.488,20.245,0.276,2.18,"1, 2, 3, 4",2
3551.25,20.075,19.096,0.2781,2.177,"1, 2, 3, 4",2
3551.5,19.896,18.278,0.2849,2.166,"1, 2, 4",3
3551.75,19.443,17.888,0.287,2.163,"1, 2, 4",3
3552,19.037,18.201,0.2904,2.158,"1, 2, 4",3
3552.25,18.956,18.83,0.2959,2.149,"1, 2, 4",3
3552.5,18.924,20.052,0.2971,2.147,"1, 2, 4",3
3552.75,18.891,22.086,0.2971,2.147,"1, 2, 4",3
3553,19.191,24.549,0.2994,2.143,"1, 2, 4",3
3553.25,19.791,27.102,0.3014,2.139,"1, 2, 4",3
3553.5,19.921,29.212,0.2989,2.143,"1, 2, 4",3
3553.75,19.759,31.206,0.2953,2.149,"1, 2, 4",3
3554,20.083,32.24,0.2963,2.147,"1, 2, 4",3
3554.25,20.196,31.905,0.2993,2.142,"1, 2, 4",3
3554.5,19.41,30.192,0.3065,2.131,"1, 2, 4",3
3554.75,18.365,27.486,0.3097,2.127,"1, 2, 4",3
3555,17.822,24.307,0.31,2.127,"1, 2, 4",3
3555.25,17.506,21.077,0.3102,2.127,"1, 2, 4",3
3555.5,16.736,18.044,0.312,2.125,"1, 2, 4",3
3555.75,15.99,15.324,0.3161,2.119,"1, 2, 4",3
3556,15.674,13.259,0.3224,2.109,"1, 2, 4",3
3556.25,15.326,11.17,0.3244,2.106,"1, 2, 4",3
3556.5,15.285,9.569,0.3244,2.106,"1, 2, 4",3
3556.75,16.112,8.101,0.3233,2.107,"1, 2, 4",3
3557,17.109,6.96,0.3208,2.11,"1, 2, 4",3
3557.25,17.481,6.026,0.3188,2.113,"1, 2, 4",3
3557.5,17.538,5.346,0.3193,2.112,"1, 2, 4",3
3557.75,17.887,4.884,0.3203,2.11,"2, 4",8
3558,18.713,4.542,0.3179,2.113,"2, 4",8
3558.25,19.824,4.406,0.3141,2.118,"2, 4",8
3558.5,21.063,4.397,0.3157,2.114,"2, 4",8
3558.75,22.474,4.498,0.3141,2.115,"2, 4",8
3559,24.573,4.701,0.3077,2.123,"2, 4",8
3559.25,27.75,5.01,0.3003,2.131,"1, 2, 4",3
3559.5,30.821,5.447,0.2899,2.144,"1, 2, 4",3
3559.75,32.677,6.065,0.2785,2.16,"1, 2, 3, 4",2
3560,33.552,6.964,0.265,2.181,"1, 2, 3, 4",2
3560.25,33.893,8.377,0.2513,2.203,"1, 2, 3, 4",2
3560.5,33.974,10.541,0.2409,2.22,"1, 2, 3, 4",2
3560.75,33.374,14.011,0.2329,2.234,"1, 2, 3, 4",2
3561,31.81,18.608,0.2331,2.236,"1, 2, 3, 4",2
3561.25,29.281,25.455,0.2377,2.232,"1, 2, 3, 4",2
3561.5,25.918,38.512,0.2452,2.224,"1, 2, 3, 4",2
3561.75,22.83,62.083,0.2542,2.213,"1, 2, 3, 4",2
3562,20.78,105.04,0.2612,2.204,"2, 3, 4",7
3562.25,19.807,174.128,0.271,2.189,"2, 3, 4",7
3562.5,19.191,236.634,0.2787,2.177,"2, 3, 4",7
3562.75,18.348,223.139,0.2835,2.17,"2, 4",8
3563,18.041,162.674,0.2892,2.161,"2, 4",8
3563.25,18.324,111.535,0.2951,2.151,"2, 4",8
3563.5,18.608,78.586,0.2979,2.146,"1, 2, 4",3
3563.75,18.973,58.116,0.2934,2.153,"1, 2, 4",3
3564,19.491,46.123,0.2894,2.159,"1, 2, 4",3
3564.25,19.905,35.913,0.291,2.156,"1, 2, 4",3
3564.5,19.848,29.279,0.2904,2.157,"1, 2, 4",3
3564.75,19.564,25.267,0.2882,2.161,"1, 2, 4",3
3565,19.483,22.702,0.2894,2.159,"1, 2, 4",3
3565.25,19.507,20.832,0.2919,2.155,"1, 2, 4",3
3565.5,19.564,19.289,0.2949,2.15,"1, 2, 4",3
3565.75,19.605,17.93,0.2967,2.147,"1, 2, 4",3
3566,19.613,16.656,0.3009,2.14,"1, 2, 4",3
3566.25,19.742,15.454,0.3014,2.139,"1, 2, 4",3
3566.5,19.896,14.358,0.3013,2.139,"1, 2, 4",3
3566.75,20.002,13.437,0.2988,2.143,"1, 2, 4",3
3567,20.512,12.798,0.2918,2.154,"1, 2, 4",3
3567.25,21.469,12.521,0.2899,2.156,"1, 2, 4",3
3567.5,22.263,12.662,0.2917,2.152,"1, 2, 4",3
3567.75,22.676,13.316,0.2908,2.153,"1, 2, 4",3
3568,22.644,14.294,0.2872,2.159,"1, 2, 4",3
3568.25,22.093,15.314,0.2846,2.164,"1, 2, 4",3
3568.5,21.363,15.834,0.2814,2.17,"1, 2, 4",3
3568.75,21.128,16.248,0.2804,2.172,"1, 2, 4",3
3569,21.331,16.273,0.2827,2.168,"1, 2, 4",3
3569.25,20.861,16.061,0.2854,2.164,"1, 2, 4",3
3569.5,19.71,15.475,0.2881,2.161,"1, 2, 4",3
3569.75,18.932,14.831,0.2953,2.15,"1, 2, 4",3
3570,18.754,14.47,0.3051,2.134,"1, 2, 4",3
3570.25,19.029,14.656,0.3171,2.114,"1, 2, 4",3
3570.5,19.499,15.198,0.3235,2.103,"1, 2, 4",3
3570.75,19.872,15.9,0.3244,2.101,"1, 2, 4",3
3571,20.148,16.379,0.3212,2.106,"1, 2, 4",3
3571.25,20.285,16.707,0.3114,2.122,"1, 2, 4",3
3571.5,20.658,16.551,0.3014,2.138,"1, 2, 4",3
3571.75,21.38,16.229,0.2887,2.158,"1, 2, 4",3
3572,22.109,16.051,0.2797,2.172,"1, 2, 3, 4",2
3572.25,22.433,16.269,0.2679,2.191,"1, 2, 3, 4",2
3572.5,21.996,17.022,0.2609,2.203,"1, 2, 3, 4",2
3572.75,21.59,18.286,0.2618,2.202,"1, 2, 3, 4",2
3573,21.525,19.389,0.2613,2.203,"1, 2, 3, 4",2
3573.25,21.136,20.076,0.2579,2.209,"1, 2, 3, 4",2
3573.5,20.788,20.264,0.2581,2.209,"1, 2, 3, 4",2
3573.75,20.95,19.44,0.2592,2.207,"1, 2, 3, 4",2
3574,21.25,17.334,0.2602,2.205,"1, 2, 3, 4",2
3574.25,21.039,15.233,0.2567,2.211,"1, 2, 3, 4",2
3574.5,20.358,13.772,0.2566,2.212,"1, 2, 3, 4",2
3574.75,19.718,12.828,0.2601,2.207,"1, 2, 3, 4",2
3575,19.005,12.491,0.2691,2.193,"1, 2, 3, 4",2
3575.25,18.665,12.577,0.276,2.182,"1, 2, 3, 4",2
3575.5,18.81,12.87,0.2753,2.183,"1, 2, 3, 4",2
3575.75,18.527,13.559,0.2792,2.177,"1, 2, 3, 4",2
3576,17.878,14.389,0.2814,2.174,"1, 2, 4",3
3576.25,17.1,15.426,0.2819,2.174,"1, 2, 4",3
3576.5,16.274,16.549,0.2855,2.169,"1, 2, 4",3
3576.75,15.95,17.576,0.2851,2.17,"1, 2, 4",3
3577,16.209,18.602,0.2862,2.168,"1, 2, 4",3
3577.25,16.533,19.247,0.2878,2.165,"1, 2, 4",3
3577.5,16.249,19.845,0.2873,2.166,"1, 2, 4",3
3577.75,15.86,20.188,0.2925,2.158,"1, 2, 4",3
3578,16.087,20.29,0.2935,2.156,"1, 2, 4",3
3578.25,16.087,20.194,0.296,2.152,"1, 2, 4",3
3578.5,15.658,19.948,0.2975,2.15,"1, 2, 4",3
3578.75,15.463,19.59,0.3018,2.143,"1, 2, 4",3
3579,15.447,19.071,0.3061,2.136,"1, 2, 4",3
3579.25,15.682,18.556,0.3047,2.138,"1, 2, 4",3
3579.5,16.168,17.978,0.3044,2.138,"1, 2, 4",3
3579.75,16.557,17.353,0.306,2.135,"1, 2, 4",3
3580,16.792,16.692,0.3052,2.136,"1, 2, 4",3
3580.25,16.938,16.011,0.3027,2.14,"1, 2, 4",3
3580.5,17.23,15.318,0.3001,2.144,"1, 2, 4",3
3580.75,17.441,14.617,0.2987,2.146,"1, 2, 4",3
3581,17.441,13.91,0.2975,2.148,"1, 2, 4",3
3581.25,17.789,13.259,0.2967,2.149,"1, 2, 4",3
3581.5,18.138,12.544,0.2946,2.152,"1, 2, 4",3
3581.75,18.17,11.835,0.2946,2.152,"1, 2, 4",3
3582,18.357,11.173,0.2987,2.145,"1, 2, 4",3
3582.25,18.259,10.517,0.3018,2.14,"1, 2, 4",3
3582.5,17.773,9.918,0.3088,2.129,"1, 2, 4",3
3582.75,17.676,9.379,0.3113,2.125,"1, 2, 4",3
3583,18.057,9.002,0.308,2.13,"1, 2, 4",3
3583.25,18.413,8.774,0.3108,2.125,"1, 2, 4",3
3583.5,18.284,8.702,0.3146,2.119,"1, 2, 4",3
3583.75,17.692,8.792,0.318,2.114,"1, 2, 4",3
3584,17.141,9.052,0.3184,2.114,"1, 2, 4",3
3584.25,16.833,9.5,0.3155,2.119,"1, 2, 4",3
3584.5,16.963,10.259,0.3118,2.125,"1, 2, 4",3
3584.75,17.684,11.227,0.3046,2.136,"1, 2, 4",3
3585,18.535,12.68,0.2974,2.147,"1, 2, 4",3
3585.25,19.459,14.586,0.2968,2.147,"1, 2, 4",3
3585.5,20.723,17.234,0.2989,2.142,"1, 2, 4",3
3585.75,22.028,20.601,0.3016,2.136,"1, 2, 4",3
3586,23.041,25.222,0.3021,2.134,"1, 2, 4",3
3586.25,23.851,31.234,0.3119,2.117,"1, 2, 4",3
3586.5,24.678,38.372,0.3173,2.107,"1, 2, 4",3
3586.75,25.464,45.305,0.3185,2.104,"1, 2, 4",3
3587,25.675,49.505,0.322,2.098,"1, 2, 4",3
3587.25,25.253,48.915,0.3266,2.091,"1, 2, 4",3
3587.5,24.686,44.084,0.3222,2.099,"1, 2, 4",3
3587.75,23.762,37.428,0.3198,2.104,"1, 2, 4",3
3588,22.466,30.959,0.3214,2.103,"1, 2, 4",3
3588.25,21.914,25.519,0.3266,2.095,"1, 2, 4",3
3588.5,22.004,21.212,0.3254,2.097,"1, 2, 4",3
3588.75,21.76,17.872,0.3249,2.098,"1, 2, 4",3
3589,21.453,15.364,0.3258,2.097,"1, 2, 4",3
3589.25,21.444,13.308,0.3312,2.088,"1, 2, 4",3
3589.5,21.793,11.7,0.3377,2.077,"1, 2, 4",3
3589.75,22.368,10.405,0.3415,2.07,"1, 2, 4",3
3590,23.171,9.428,0.3434,2.066,"1, 2, 4",3
3590.25,24.792,8.638,0.3409,2.068,"1, 2, 4",3
3590.5,26.85,8.112,0.3357,2.074,"1, 2, 4",3
3590.75,28.868,7.705,0.3329,2.076,"1, 2, 4",3
3591,31.194,7.521,0.3279,2.081,"1, 2, 4",3
3591.25,33.301,7.478,0.3175,2.095,"1, 2, 4",3
3591.5,35.133,7.556,0.3043,2.114,"1, 2, 4",3
3591.75,36.64,7.734,0.2907,2.134,"1, 2, 4",3
3592,37.564,7.989,0.2813,2.148,"1, 2, 4",3
3592.25,38.448,8.303,0.2707,2.164,"1, 2, 3, 4",2
3592.5,38.877,8.674,0.263,2.176,"1, 2, 3, 4",2
3592.75,38.285,9.121,0.2593,2.183,"1, 2, 3, 4",2
3593,36.746,9.689,0.2529,2.196,"1, 2, 3, 4",2
3593.25,34.452,10.448,0.2514,2.202,"1, 2, 3, 4",2
3593.5,31.956,11.563,0.2506,2.207,"1, 2, 3, 4",2
3593.75,29.687,13.027,0.2507,2.21,"1, 2, 3, 4",2
3594,27.879,15.073,0.2601,2.197,"1, 2, 3, 4",2
3594.25,26.339,17.674,0.2704,2.182,"1, 2, 3, 4",2
3594.5,24.889,21.096,0.2861,2.158,"1, 2, 4",3
3594.75,24.078,24.799,0.2947,2.145,"1, 2, 4",3
3595,23.916,28.553,0.3009,2.135,"1, 2, 4",3
3595.25,24.119,33.192,0.3056,2.127,"1, 2, 4",3
3595.5,24.71,37.51,0.3003,2.135,"1, 2, 4",3
3595.75,25.643,42.287,0.2923,2.147,"1, 2, 4",3
3596,26.429,45.024,0.2935,2.144,"1, 2, 4",3
3596.25,26.518,44.753,0.2946,2.142,"1, 2, 4",3
3596.5,26.104,43.869,0.2919,2.147,"1, 2, 4",3
3596.75,25.407,41.629,0.2912,2.149,"1, 2, 4",3
3597,24.257,38.776,0.2939,2.146,"1, 2, 4",3
3597.25,22.701,35.365,0.2939,2.148,"1, 2, 4",3
3597.5,21.112,31.576,0.2944,2.149,"1, 2, 4",3
3597.75,19.953,27.72,0.2982,2.144,"1, 2, 4",3
3598,19.516,24.118,0.2937,2.152,"1, 2, 4",3
3598.25,19.767,20.986,0.2929,2.153,"1, 2, 4",3
3598.5,20.691,18.404,0.2959,2.147,"1, 2, 4",3
3598.75,22.068,16.321,0.2955,2.146,"1, 2, 4",3
3599,23.235,14.694,0.2971,2.142,"1, 2, 4",3
3599.25,24.014,13.438,0.3063,2.126,"1, 2, 4",3
3599.5,25.359,12.423,0.315,2.11,"1, 2, 4",3
3599.75,27.401,11.635,0.3219,2.096,"1, 2, 4",3
3600,28.755,10.972,0.3287,2.083,"1, 2, 4",3
3600.25,28.698,10.393,0.3372,2.069,"1, 2, 4",3
3600.5,28.05,9.897,0.3426,2.061,"1, 2, 4",3
3600.75,27.255,9.493,0.3463,2.056,"1, 2, 4",3
3601,26.032,9.208,0.343,2.063,"1, 2, 4",3
3601.25,25.213,9.023,0.337,2.074,"1, 2, 4",3
3601.5,24.962,9.058,0.3305,2.085,"1, 2, 4",3
3601.75,24.159,9.296,0.3232,2.098,"1, 2, 4",3
3602,22.798,9.743,0.3181,2.108,"1, 2, 4",3
3602.25,21.801,10.4,0.3061,2.129,"1, 2, 4",3
3602.5,21.728,11.255,0.2939,2.149,"1, 2, 4",3
3602.75,21.947,12.288,0.2865,2.161,"1, 2, 4",3
3603,22.044,13.469,0.2803,2.171,"1, 2, 4",3
3603.25,22.539,14.762,0.2745,2.18,"1, 2, 3, 4",2
3603.5,22.944,16.171,0.2754,2.178,"1, 2, 3, 4",2
3603.75,23.009,17.556,0.2778,2.174,"1, 2, 3, 4",2
3604,23.227,18.865,0.2783,2.173,"1, 2, 3, 4",2
3604.25,23.308,19.959,0.2752,2.178,"1, 2, 3, 4",2
3604.5,22.96,20.635,0.2754,2.178,"1, 2, 3, 4",2
3604.75,22.352,20.695,0.2759,2.178,"1, 2, 3, 4",2
3605,21.477,20.088,0.2771,2.177,"1, 2, 3, 4",2
3605.25,20.512,18.997,0.276,2.18,"1, 2, 3, 4",2
3605.5,19.629,17.749,0.2723,2.187,"1, 2, 3, 4",2
3605.75,18.754,16.703,0.2711,2.19,"1, 2, 3, 4",2
3606,18.3,15.979,0.2738,2.186,"1, 2, 3, 4",2
3606.25,18.17,15.663,0.2757,2.183,"1, 2, 3, 4",2
3606.5,18.089,15.784,0.2782,2.179,"1, 2, 3, 4",2
3606.75,18.081,16.35,0.2825,2.172,"1, 2, 4",3
3607,17.838,17.362,0.2839,2.17,"1, 2, 4",3
3607.25,17.733,18.809,0.2815,2.174,"1, 2, 4",3
3607.5,17.984,20.625,0.2844,2.169,"1, 2, 4",3
3607.75,18.211,22.626,0.2848,2.168,"1, 2, 4",3
3608,18.502,24.43,0.2883,2.162,"1, 2, 4",3
3608.25,18.567,25.494,0.2907,2.158,"1, 2, 4",3
3608.5,18.097,25.657,0.2886,2.162,"1, 2, 4",3
3608.75,17.733,24.412,0.2912,2.158,"1, 2, 4",3
3609,18.032,22.567,0.2916,2.157,"1, 2, 4",3
3609.25,18.624,20.69,0.2925,2.155,"1, 2, 4",3
3609.5,18.948,19.08,0.2941,2.152,"1, 2, 4",3
3609.75,18.989,17.78,0.3013,2.14,"1, 2, 4",3
3610,19.143,16.719,0.3122,2.122,"1, 2, 4",3
3610.25,19.58,15.813,0.321,2.107,"1, 2, 4",3
3610.5,19.856,15.008,0.3251,2.1,"1, 2, 4",3
3610.75,19.953,14.29,0.3262,2.098,"1, 2, 4",3
3611,20.099,13.672,0.3231,2.103,"1, 2, 4",3
3611.25,20.131,13.18,0.3249,2.1,"1, 2, 4",3
3611.5,20.14,12.842,0.323,2.103,"1, 2, 4",3
3611.75,20.18,12.687,0.3187,2.11,"1, 2, 4",3
3612,19.977,12.725,0.3165,2.114,"1, 2, 4",3
3612.25,19.507,12.941,0.3174,2.113,"1, 2, 4",3
3612.5,19.062,13.286,0.314,2.119,"1, 2, 4",3
3612.75,19.135,13.697,0.3067,2.131,"1, 2, 4",3
3613,19.572,14.127,0.3009,2.14,"1, 2, 4",3
3613.25,19.467,14.586,0.3004,2.141,"1, 2, 4",3
3613.5,18.956,15.125,0.302,2.139,"1, 2, 4",3
3613.75,18.665,15.791,0.3064,2.132,"1, 2, 4",3
3614,18.64,16.568,0.3064,2.132,"1, 2, 4",3
3614.25,18.997,17.345,0.305,2.134,"1, 2, 4",3
3614.5,19.475,17.935,0.3059,2.132,"1, 2, 4",3
3614.75,19.58,18.169,0.3113,2.123,"1, 2, 4",3
3615,19.467,18.027,0.3138,2.119,"1, 2, 4",3
3615.25,19.394,17.68,0.3163,2.115,"1, 2, 4",3
3615.5,19.443,17.401,0.3107,2.124,"1, 2, 4",3
3615.75,19.58,17.449,0.3046,2.134,"1, 2, 4",3
3616,19.702,17.995,0.3118,2.122,"1, 2, 4",3
3616.25,19.856,19.098,0.3202,2.108,"1, 2, 4",3
3616.5,19.84,20.654,0.3311,2.09,"1, 2, 4",3
3616.75,19.499,22.319,0.3344,2.085,"1, 2, 4",3
3617,19.272,23.569,0.3309,2.091,"1, 2, 4",3
3617.25,19.199,24.006,0.3292,2.094,"1, 2, 4",3
3617.5,19.313,23.675,0.3236,2.103,"1, 2, 4",3
3617.75,19.888,23.007,0.3183,2.111,"1, 2, 4",3
3618,20.431,22.481,0.3137,2.118,"1, 2, 4",3
3618.25,20.837,22.324,0.3049,2.132,"1, 2, 4",3
3618.5,21.331,22.871,0.3009,2.138,"1, 2, 4",3
3618.75,21.655,24.023,0.3019,2.136,"1, 2, 4",3
3619,21.712,25.572,0.3025,2.135,"1, 2, 4",3
3619.25,21.72,27.057,0.2994,2.14,"1, 2, 4",3
3619.5,21.647,27.913,0.2977,2.143,"1, 2, 4",3
3619.75,21.217,27.816,0.298,2.143,"1, 2, 4",3
3620,20.796,26.913,0.2964,2.146,"1, 2, 4",3
3620.25,20.545,25.676,0.2978,2.144,"1, 2, 4",3
3620.5,19.759,24.515,0.3026,2.137,"1, 2, 4",3
3620.75,18.381,23.612,0.3036,2.137,"1, 2, 4",3
3621,17.506,22.969,0.3072,2.132,"1, 2, 4",3
3621.25,17.441,22.491,0.3103,2.127,"1, 2, 4",3
3621.5,16.946,22.071,0.3149,2.12,"1, 2, 4",3
3621.75,16.168,21.627,0.3154,2.12,"1, 2, 4",3
3622,16.136,21.126,0.3148,2.121,"1, 2, 4",3
3622.25,16.136,20.585,0.3123,2.125,"1, 2, 4",3
3622.5,15.804,20.046,0.3113,2.127,"1, 2, 4",3
3622.75,15.86,19.562,0.3113,2.127,"1, 2, 4",3
3623,16.695,19.178,0.3083,2.131,"1, 2, 4",3
3623.25,17.538,18.922,0.3029,2.139,"1, 2, 4",3
3623.5,17.887,18.798,0.3009,2.142,"1, 2, 4",3
3623.75,18.916,18.782,0.2971,2.147,"1, 2, 4",3
3624,20.213,18.82,0.295,2.149,"1, 2, 4",3
3624.25,20.602,18.85,0.2954,2.148,"1, 2, 4",3
3624.5,20.585,18.818,0.2948,2.149,"1, 2, 4",3
3624.75,20.553,18.704,0.2948,2.149,"1, 2, 4",3
3625,20.561,18.53,0.2978,2.144,"1, 2, 4",3
3625.25,20.318,18.352,0.2986,2.143,"1, 2, 4",3
3625.5,19.945,18.232,0.297,2.146,"1, 2, 4",3
3625.75,19.953,18.205,0.2982,2.144,"1, 2, 4",3
3626,19.799,18.264,0.2983,2.144,"1, 2, 4",3
3626.25,19.183,18.356,0.303,2.137,"1, 2, 4",3
3626.5,18.454,18.404,0.3059,2.133,"1, 2, 4",3
3626.75,18.243,18.345,0.3049,2.135,"1, 2, 4",3
3627,18.624,18.153,0.3052,2.134,"1, 2, 4",3
3627.25,18.559,17.851,0.3047,2.135,"1, 2, 4",3
3627.5,18.073,17.498,0.3026,2.139,"1, 2, 4",3
3627.75,18.049,17.16,0.3044,2.136,"1, 2, 4",3
3628,18.211,16.89,0.3012,2.141,"1, 2, 4",3
3628.25,17.765,16.725,0.3009,2.142,"1, 2, 4",3
3628.5,17.181,16.679,0.3019,2.141,"1, 2, 4",3
3628.75,17.327,16.755,0.3018,2.141,"1, 2, 4",3
3629,17.692,16.952,0.3034,2.138,"1, 2, 4",3
3629.25,17.733,17.273,0.3028,2.139,"1, 2, 4",3
3629.5,17.927,17.736,0.302,2.14,"1, 2, 4",3
3629.75,18.17,18.373,0.3007,2.142,"1, 2, 4",3
3630,17.814,19.214,0.3027,2.139,"1, 2, 4",3
3630.25,17.335,20.279,0.3024,2.14,"1, 2, 4",3
3630.5,17.692,21.58,0.2998,2.144,"1, 2, 4",3
3630.75,18.527,23.143,0.2962,2.149,"1, 2, 4",3
3631,18.673,25.068,0.2918,2.156,"1, 2, 4",3
3631.25,18.219,27.561,0.2873,2.164,"1, 2, 4",3
3631.5,18.105,30.896,0.2855,2.167,"1, 2, 4",3
3631.75,18.567,36.154,0.2809,2.174,"1, 2, 4",3
3632,19.224,44.315,0.2787,2.177,"1, 2, 3, 4",2
3632.25,19.694,57.457,0.2796,2.175,"1, 2, 3, 4",2
3632.5,19.994,74.63,0.2824,2.17,"1, 2, 4",3
3632.75,20.18,104.095,0.2853,2.165,"2, 4",8
3633,20.326,152.822,0.2852,2.165,"2, 4",8
3633.25,20.731,226.155,0.2837,2.167,"2, 4",8
3633.5,21.396,290.961,0.2814,2.17,"2, 4",8
3633.75,21.882,261.122,0.2756,2.179,"2, 3, 4",7
3634,21.72,168.182,0.2709,2.187,"2, 3, 4",7
3634.25,21.217,97.662,0.2639,2.199,"2, 3, 4",7
3634.5,21.112,58.209,0.2585,2.208,"1, 2, 3, 4",2
3634.75,21.209,36.923,0.2591,2.207,"1, 2, 3, 4",2
3635,20.804,25.036,0.26,2.206,"1, 2, 3, 4",2
3635.25,20.107,18.079,0.2647,2.199,"1, 2, 3, 4",2
3635.5,19.807,13.906,0.2716,2.188,"1, 2, 3, 4",2
3635.75,19.888,10.981,0.2813,2.172,"1, 2, 4",3
3636,20.277,8.994,0.2962,2.147,"1, 2, 4",3
3636.25,20.812,7.801,0.3086,2.126,"1, 2, 4",3
3636.5,21.396,7.06,0.3209,2.105,"1, 2, 4",3
3636.75,21.906,6.627,0.3297,2.09,"1, 2, 4",3
3637,22.077,6.417,0.3344,2.082,"1, 2, 4",3
3637.25,22.303,6.38,0.3367,2.078,"1, 2, 4",3
3637.5,22.32,6.484,0.3336,2.083,"1, 2, 4",3
3637.75,21.996,6.736,0.326,2.096,"1, 2, 4",3
3638,21.606,7.002,0.3165,2.112,"1, 2, 4",3
3638.25,20.869,7.299,0.3049,2.132,"1, 2, 4",3
3638.5,20.504,7.483,0.2954,2.148,"1, 2, 4",3
3638.75,20.277,7.597,0.2798,2.174,"1, 2, 3, 4",2
3639,19.702,7.537,0.268,2.194,"1, 2, 3, 4",2
3639.25,19.499,7.27,0.259,2.209,"1, 2, 3, 4",2
3639.5,19.305,6.812,0.2592,2.209,"1, 2, 3, 4",2
3639.75,19.054,6.348,0.2606,2.207,"1, 2, 3, 4",2
3640,19.07,5.676,0.2715,2.189,"1, 2, 3, 4",2
3640.25,19.313,5.074,0.2841,2.168,"1, 2, 4",3
3640.5,19.507,4.488,0.2919,2.155,"2, 4",8
3640.75,19.321,3.97,0.2944,2.151,"2, 4",8
3641,19.394,3.565,0.3017,2.139,"2, 4",8
3641.25,19.913,3.251,0.3068,2.13,"2, 4",8
3641.5,20.439,3.053,0.3082,2.127,"2, 4",8
3641.75,22.036,2.94,0.3016,2.136,"2, 4",8
3642,25.902,2.899,0.2945,2.143,"2, 4",8
3642.25,31.494,2.922,0.2778,2.163,"2, 3, 4",7
3642.5,38.285,2.991,0.2575,2.186,"2, 3, 4",7
3642.75,45.936,3.135,0.2412,2.199,"2, 3, 4",7
3643,53.603,3.34,0.2245,2.21,"2, 3, 4",7
3643.25,61.294,3.606,0.2074,2.218,"2, 3, 4",7
3643.5,69.107,3.937,0.1893,2.222,"2, 3, 4",7
3643.75,76.255,4.328,0.1649,2.232,"3, 4",9
3644,82.041,4.764,0.1412,2.24,"3, 4",9
3644.25,86.045,5.215,0.1265,2.238,"1, 3, 4",4
3644.5,88.047,5.625,0.118,2.237,"1, 3, 4",4
3644.75,88.428,5.929,0.1095,2.248,"1, 3, 4",4
3645,88.46,6.075,0.1087,2.249,"1, 3, 4",4
3645.25,89.303,6.083,0.1069,2.245,"1, 3, 4",4
3645.5,90.308,5.914,0.0999,2.248,"1, 4",5
3645.75,90.154,5.664,0.1013,2.247,"1, 3, 4",4
3646,89.692,5.383,0.1037,2.247,"1, 3, 4",4
3646.25,90.105,5.107,0.1034,2.244,"1, 3, 4",4
3646.5,90.373,4.847,0.1099,2.231,"3, 4",9
3646.75,90.276,4.617,0.1159,2.222,"3, 4",9
3647,90.259,4.42,0.1196,2.216,"3, 4",9
3647.25,89.773,4.26,0.1258,2.21,"3, 4",9
3647.5,88.809,4.135,0.1295,2.212,"3, 4",9
3647.75,87.723,4.044,0.1335,2.214,"3, 4",9
